id,source,ticker,direction,target,outcome,source_verbatim_quote,context,human_verdict
615683,youtube,META,neutral,,near,"Meta still not ready. Now, this is a level I pointed out last night is from the April low to the all-time high here, we pulled back precisely 61.8%. Now, everyone's been trying to buy the dip in here, and it's been down 1 2 3 4 five. Well, I guess it was up that day, seven out of the last eight days or so, and it got a little bit more volume. That's good to see. Uh, and we saw a better bounce in here today, but still, it's below the declining 5-day moving average. the evidence isn't there that the buyers have taken control.",,
624762,youtube,DIS,bearish,,pending,"Video title: My Divorce Is Costing Me a Fortune ($200k and Counting) Channel: The Ramsey Show Highlights Published: 2026-05-04 Transcript: music] >> Zander shops all the top term insurance companies to save you money. Get started at zander.com. Well, I'm going through a now 3-year divorce and having hard time uh financing the rest of the divorce. We've used up quite a bit of assets during that time. Um so You and your ex-wife Yes. Yeah, Why has it dragged out for 3 years? >> soon to be. Um She h",,
612065,youtube,COIN,bullish,,pending,"I know that you see them no support. Once this passes, depending how it passes, their stock will go higher. crypto. The big seven are the ones I think rally the most.",,
629959,x,RR,bullish,,pending,,@EchoAnalysis: $RR Fear creates opportunity 👀 Price down 30% from the recent highs for subwave 2. Reclaiming the 50DMA would be very bullish. Long term Wave 3 target: 516% 🚀 https://t.co/QQvRN7mv7o,
632777,x,BABA,bullish,117.0,pending,"$BABA at the 200‑week isn’t $MSFT in March. Price sits ~$110 premarket after a -4.7% gap with a DoD “military company” overhang, AI capex noise, and a -26% slide vs its 200‑day. Support exists, but supply is active. Strong take: BUY only on a weekly reclaim > $116–$118; otherwise wait for $103–$106 fills with tight risk. Turn uncertainty into decisions with Incite.","@incite_corp: $BABA at the 200‑week isn’t $MSFT in March. Price sits ~$110 premarket after a -4.7% gap with a DoD “military company” overhang, AI capex noise, and a -26% slide vs its 200‑day. Support exists, but supply is active. Strong take: BUY only on a weekly reclaim > $116–$118; otherwise wait for $103–$1",
612719,youtube,TSLA,bullish,400.0,pending,I've got just shy of 10 million units out 10 years. I'm going to caution you here there's a big if here this whole thing is predicated on a lot of assumptions but the biggest driver here is saying hey car sales are going to go from 1.3 billion annually to 10 billion annual car sales.,,
625296,youtube,TTD,bullish,,delisted,I'm using the opportunity to pick up more shares though on a company I believe is going to be one of the next gen magnificent 7 in the future,,
624665,youtube,NQ,bullish,,pending,ये फंड मैनेजर ना बदल गया है या अब मेरे को फंड का जैसा ऑपरेशन चल रहा है वो पसंद नहीं है मुझे निकलना है तो इन्वेस्टर निकल तो नहीं सकता यानी इन्वेस्टर फंस जाएगा तो ऐसे में मैं नहीं चाहता कि हमारे इन्वेस्टर्स किसी एग्रेसिव या वोलेटाइल फंड में फंस जाए लैक ऑफ एग्जिट ऑप्शन के कारण इसीलिए भी यहां सेफ्टी और स्टेबिलिटी ज्यादा जरूरी है तो प्योर ऑन द बेसिस ऑफ अल्फा इस कैटेगरी को हम नहीं देखना चाहते तो जब आप रिटर्न्स के बेसिस पे प्योर फिल्टर आउट नहीं करना चाहते और ये सेफ्टी ओरिएंटेड फंड्स की तरफ आप जा रहे हो,,
626884,youtube,TSLA,bearish,350.0,unresolved,Freaking Tesla going down.,,
628458,youtube,INTC,bearish,100.0,pending,"I think you can retest the 100 on this move. Maybe even the 50 period on the daily, but that's a long way from here.",,
606694,youtube,TXN,bullish,190.53,hit,but the reality of the market right now is there really aren't a lot of great opportunities as we have seen the market rally quite a bit over the last couple of months but with that being said I still think this company is trading at a decent value long term,,
622261,youtube,MSFT,bullish,,hit,"I like Microsoft. I think it's gotten really highly valued here, but there was some reasons for it because they did have some acceleration in growth.",,
607744,youtube,TSLA,bullish,300.0,hit,thus he maintained his outperform rating with a $300 price Target on the stock so yeah guys those are some very bullish sentiments there,,
635184,x,XOM,bullish,172.0,pending,$XOM -Cowen reiterates Exxon Mobil $172 target Buy - $XPO -Citi raises XPO target to $236 from $221 Neutral - $ZION -Stephens resumes Zions Bancorp coverage at Overweight $79 target --,@marcjacksonla: $XOM -Cowen reiterates Exxon Mobil $172 target Buy - $XPO -Citi raises XPO target to $236 from $221 Neutral - $ZION -Stephens resumes Zions Bancorp coverage at Overweight $79 target --,
627584,youtube,MSFT,bullish,,pending,I got to be adding more of that stock this month,,
609069,youtube,PYPL,bearish,,hit,so right now paypal is a short,,
607334,youtube,MSFT,bullish,,miss,I like the stock even here and I've been a buyer myself,,
614850,youtube,AMD,bullish,,unresolved,"If AMD doesn't go green at the open, it's a bad day. Like, I I I don't think it's an opinion anymore. I think it's a fact.",,
611702,youtube,SPY,bullish,,pending,"Now 2026 is shaping up to be a very abnormal year. It would not surprise me to see 8,500, even maybe 9,000 on the S&P 500.",,
631051,youtube,XOM,bullish,,pending,I really like having energy stocks and Exxon specifically in your portfolio I think it provides a good natural head for you know inflation if that were to come back of course if we were get you know any more or an expansion in geopolitical Conflict you know that could bump up you know oil prices in the short term as well and of course there's a lot of Leverage here if oil prices you know stay high or move up higher you know over the M medium medium term you know as compared to our forecast or if,,
609809,youtube,NOC,bullish,,pending,am i in love this company no but am i putting on a radar absolutely because it's it is selling for probably close to the mid-20s and pe and it's not going to take much for it to drop to a price that makes sense for you,,
608068,youtube,MAA,bullish,,hit,I think 2025 and Beyond is going to look amazing for these companies,,
630781,youtube,COST,bearish,620.0,pending,We think Costco stock is worth $620.,,
606510,youtube,SQ,bearish,20.0,pending,my number is insanely low go ahead paul i'm gonna look at this company thinking to myself twenty dollars a share especially with the dilution i mean it's an insane amount it's gotta drop so much for me to be interested because they're diluted it's super expensive and they're diluting the heck out of everybody that's a problem,,
630493,x,HYPE,bullish,,pending,,@powell_signal: 🟢 LONG $HYPE WITH ME GUYSS ❌SL: 58.2 💸TP: 62.5 - 64.5 - 66.5 https://t.co/UKkSrzMNlJ,
612120,youtube,TLT,bullish,,pending,"By June, I am expecting a rate cut though. And um for multiple reasons, new people in there and everything else.",,
616353,youtube,XLY,bullish,,hit,"In a soft landing scenario, cyclicals like industrials, financials, and discretionary names take the early lead after rate cuts and money rotates from bonds into equities.",,
629469,youtube,TSLA,bearish,,pending,Tesla will be interesting and I probably think it's a better short underneath the entirety of this as overhead supply,,
633050,x,SOFI,bullish,38.0,pending,$SOFI 🚨BREAKING NEWS🚨 Mizuho reiterates $38 price target on SOFI https://t.co/vqJ4VKMzeg,@kylewhitegoat: $SOFI 🚨BREAKING NEWS🚨 Mizuho reiterates $38 price target on SOFI https://t.co/vqJ4VKMzeg,
632816,x,AAPL,bullish,311.0,pending,$AAPL is 1.5% below its 52‑week high with RSI ~72 and Services margin at 75% in my live data. A daily close ≥303.2 unlocks 309–313 quickly; a slip &lt;298.5 delays it. Decision: BUY strength through 303.2; WAIT otherwise.,@incite_corp: $AAPL is 1.5% below its 52‑week high with RSI ~72 and Services margin at 75% in my live data. A daily close ≥303.2 unlocks 309–313 quickly; a slip &lt;298.5 delays it. Decision: BUY strength through 303.2; WAIT otherwise.,
616077,youtube,CRWV,bullish,279.0,pending,"If the forward PE multiple were to come in at 125, the stock price could more than triple to $279 per share by the end of next year.",,
611502,youtube,INTU,bullish,,pending,"Intuitit's got a phenomenal business model, Turboax, so taxes need to always be done. So, it's a strong moat regardless of the economy. They obviously have their QuickBooks product. They have other products as well, but QuickBooks, like if you have a small business, use in it.",,
633769,x,WET,bullish,,pending,🟢LONG $WET WITH ME GUYSS ❌SL: 0.10542 💵TP: 0.11201 - 0.11421 https://t.co/Odk2bh089J,@powell_signal: 🟢LONG $WET WITH ME GUYSS ❌SL: 0.10542 💵TP: 0.11201 - 0.11421 https://t.co/Odk2bh089J,
633520,x,TSLA,bullish,,pending,Another good trading day. I'm mostly holding puts overnight except $TSLA where I have a moderate call position. This week I've held puts but day traded calls effectively. An overnight move up will likely be minimal while an overnight drop could be massive is reasoning for it,@blake33x: Another good trading day. I'm mostly holding puts overnight except $TSLA where I have a moderate call position. This week I've held puts but day traded calls effectively. An overnight move up will likely be minimal while an overnight drop could be massive is reasoning for it,
606706,youtube,USB,bullish,42.79,miss,so when we jump over to the output tab I'll zoom out just a little bit so we can see things better but the three valuations 4659 multiples at 3620 dividend discount model at 44.59 and while the current price attainable Book value doesn't give us a specific intrinsic value we did come to the conclusion that it looked like they were slightly undervalued compared to where they had been historically which stays in line with our intrinsic value when we compare it to the current trading price it looks like there's a difference of around seven percent so it is trading a little bit closer to the current price in these other companies that we've looked at today,,
607205,youtube,ON,bullish,,pending,yes ON Semiconductor has a very fine Outlook through 2027 you can see that their revenue is expected to be 10 to 12% in compound annual growth rate which would be three times their peers in the semiconductor IND industry gross margin operating expenses operating margin capex all expected to improve and they their free cash flows expected to grow to 25 to 30% all this while doing plenty of share BuyBacks they expect to return 50% to shareholders through 2027,,
629956,x,AGEN,bullish,,pending,,@EchoAnalysis: $AGEN Nearing a breakout 👀 Price is pressuring the trendline and wants the breakout. Flipping the 50WMA to support is where I'm interested. Wave 3 target: 208% 🚀 https://t.co/NcLbx2uxUG,
631713,x,JCT,bullish,,pending,"🏋️ $JCT just saw 3.7x buying volume, real demand or trap? - This 3.7x volume anomaly with strong price action and mostly bullish indicators suggests genuine accumulation or an event-driven breakout, which typically precedes further upside. - I expect the price to RISE further in the short term, targeting first 0.007387, followed by 0.007599, and possibly testing the 0.008272 zone if bullish momentum continues. - For a trade, I would look for a slight cooldown or retest of the 0.006890-0.006793 area. A clear sign of rejection or reversal here—like a pin bar or bullish engulfing candle—would be my green light to go long, with targets at 0.007387 and 0.007599. Always put your stop-loss below the recent swing low so you’re protected if the trend reverses. - If, however, price loses 0.006701 and closes below 0.006482 with strong selling, I would abandon longs and watch for a possible deeper retracement towards 0.005605. - Remember: don’t chase the move after a spike—wait for price to settle and show you clear confirmation that buyers are still in control. If you see another strong bullish candle off support or a liquidity sweep (where price dips below a recent low and quickly reverses), these are classic smart money entry signals. 📝 This is not investment advice, just an educational report. Always manage your risk and wait for confirmation before entering any trade! 🚦 📊 Get detailed free analysis of any coin on any timeframe you want. Try Finora AI - Your Trade Buddy for free → https://t.co/kMPco9Fs6m","@finora_en: 🏋️ $JCT just saw 3.7x buying volume, real demand or trap? - This 3.7x volume anomaly with strong price action and mostly bullish indicators suggests genuine accumulation or an event-driven breakout, which typically precedes further upside. - I expect the price to RISE further in the short term, t",
632876,x,SLDP,bullish,,pending,"$SLDP no concerns. 👀 Price down 8% yesterday, pulling back closer to the 50DMA on lower volume. Support there is another opportunity to add. If price falls below and rejects then I will be cautious. Wave 3 target: +360% 🚀 https://t.co/Gdrj8tw9vJ","@echoanalysis: $SLDP no concerns. 👀 Price down 8% yesterday, pulling back closer to the 50DMA on lower volume. Support there is another opportunity to add. If price falls below and rejects then I will be cautious. Wave 3 target: +360% 🚀 https://t.co/Gdrj8tw9vJ",
634815,x,OSCR,bullish,,pending,$OSCR called sub-75 MLR as the re-rating trigger the night before earnings 🎯 70.5% MLR. 3.2M members up 56%. $679M net profit. Highest in company history. Still at 0.3x sales Best ceo in healthcare CEO targeting $45 to $55 by eoy This is just the start 💪🚀 https://t.co/W3daj6uNlr,@thestockup_: $OSCR called sub-75 MLR as the re-rating trigger the night before earnings 🎯 70.5% MLR. 3.2M members up 56%. $679M net profit. Highest in company history. Still at 0.3x sales Best ceo in healthcare CEO targeting $45 to $55 by eoy This is just the start 💪🚀 https://t.co/W3daj6uNlr,
611758,youtube,SPY,bearish,,miss,elevated risk of a market bubble in the stock market right now,,
614000,youtube,MSFT,bullish,,miss,Microsoft we talked about two weeks ago on the program that was your buying opportunity because here you are in this uptrend we said there was two Fang stocks that you could buy Microsoft was one of them because you were touching the bottom of the channel since then it has acted about how you'd expect in this technical pattern you've moved higher and it looks like you're on the verge of creating a new higher high maybe as early as next week,,
632264,x,ROBO,bullish,,pending,"$ROBO is knocking on the door of a major breakout. 🤖🚀 CMP: $0.02115 🎯 Target 1: $0.02180 (PDH) 🎯 Target 2: $0.02285 (premium supply zone) 🛡️ Support: $0.02058 (PWH) Liquidity has been swept, structure flipped bullish, and buyers are defending the weekly high. 👀 A clean reclaim above $0.02180 could send #ROBO straight into the premium zone. The robots are waking up. ⚡🤖 @FabricFND","@third_eye_000: $ROBO is knocking on the door of a major breakout. 🤖🚀 CMP: $0.02115 🎯 Target 1: $0.02180 (PDH) 🎯 Target 2: $0.02285 (premium supply zone) 🛡️ Support: $0.02058 (PWH) Liquidity has been swept, structure flipped bullish, and buyers are defending the weekly high. 👀 A clean reclaim above $0.02180 c",
631149,x,RXRX,bullish,3.5,pending,,"@han_akamatsu: $RXRX Setting up a nice falling wedge on the 1W timeframe, with stock now above the 1W HMA. If we hold this $3 level here, and stock starts grinding towards the $3.5 level breaking out of this wedge, stock can produce something really good going forward. Pretty nice setup worth having an eye on h",
609784,youtube,BIG,bullish,,pending,i said gary i really like this company what am i missing his comment was paul would you be surprised if big lots wasn't around in five years because i would not be so i'm not investing and me being the person that did exactly what everybody else does out there like okay gary's better than me investing i'm gonna listen to him seventy dollars a share now the reason i bring that up is i was looking at going i believed in big lots i believe they would have been around in five years,,
633475,x,NVDA,bullish,,pending,Sold all my may 8/may15 $NVDA calls that I bought yesterday. After 6 down days and hitting mid bolinger it it was a good r/r to play some short terms for a pop. Added June calls. Like this above 220 so will be adding on drops to support levels and trying to actively trade it,@blake33x: Sold all my may 8/may15 $NVDA calls that I bought yesterday. After 6 down days and hitting mid bolinger it it was a good r/r to play some short terms for a pop. Added June calls. Like this above 220 so will be adding on drops to support levels and trying to actively trade it,
605645,youtube,NFLX,bullish,,pending,"I currently hold Netflix in my story fund the gains on it are around $56,000 and it's now moved up to my largest position I continue to hold every share as I still think the future is bright",,
632351,x,NVDA,bullish,,pending,"$NVDA $300 by EOY? $NVDA is moving again. $NVDA is up 18,80% YTD, missing out on the Semi rally. I anticipate $NVDA has 33% upside until EOY. This is not investment advice. https://t.co/O0PqdXzkCG https://t.co/lEBXwjRvv0","@hkistrategies: $NVDA $300 by EOY? $NVDA is moving again. $NVDA is up 18,80% YTD, missing out on the Semi rally. I anticipate $NVDA has 33% upside until EOY. This is not investment advice. https://t.co/O0PqdXzkCG https://t.co/lEBXwjRvv0",
634613,x,BTC,bullish,,pending,"My $BTC Spot Limits Look Like This: Aggressive Scales (60%) 40% at 58,900 20% at 54,565 Moderate Scale (15%) 15% at 49,050 Max Discount Scales (25%) 12% at 41,553 13% at 37,638 The Swing Short acts as a hedge while I accumulate Spot. I’ll be taking profits on it once we start getting confirmations of a Bear Market Bottom.","@mingarithm: My $BTC Spot Limits Look Like This: Aggressive Scales (60%) 40% at 58,900 20% at 54,565 Moderate Scale (15%) 15% at 49,050 Max Discount Scales (25%) 12% at 41,553 13% at 37,638 The Swing Short acts as a hedge while I accumulate Spot. I’ll be taking profits on it once we start getting confirmatio",
614711,youtube,DB,bearish,,unresolved,Are you still short Deutsche Bank? Still short Deutsche Bank. Three years I'm three years in running. The problem Deutsche Bank now suffers from is they're trying to shrink themselves to profitability and that's impossible. They're gonna shrink and then they're gonna become less profitable. I think the stock goes even lower.,,
612670,youtube,QQQ,bearish,586.0,unresolved,"If we dip down and we cross over the 586 on the weekly candle over the next month, that's huge bad. And I do think we'd go back down to the 50 EMA. The below is 586. That's what we're watching for there.",,
634857,x,BTC,bullish,,pending,"This is starting to look a bit absurd. Funding on $BTC has turned heavily negative as bears fight hard to defend the $74.5K level. If they fail to hold it, they could trigger a massive squeeze against themselves. For now, their selling pressure is being absorbed. The last time funding looked like this was near the absolute bottom of the range around $60K.","@orlandopirate01: This is starting to look a bit absurd. Funding on $BTC has turned heavily negative as bears fight hard to defend the $74.5K level. If they fail to hold it, they could trigger a massive squeeze against themselves. For now, their selling pressure is being absorbed. The last time funding looked like",
610920,youtube,MTD,bullish,,miss,mtd mettler toledo i'm not too familiar with this company i think they make scales and different devices for laboratories. just a quick glance at the metrics here and literally every single chart on the list is moving in the right direction the revenue ebitda free cash flow net income earnings per share and they're even doing a lot of share buybacks so i can see why terry smith added more to this one,,
611398,youtube,CCL,bullish,,pending,"Number three, I like Carnival Cruise Line. I do like it as a stock overall if we're thinking about for the next 10, 20 years. We know the boomers, they love to go on cruises and there's going to be a lot of cruises to go on over the next many years.",,
624928,youtube,SPY,bullish,,pending,"The return of Kimmel, whether you watch him or not is a is a win for America. It's a win for the First Amendment.",,
611305,youtube,AAPL,bullish,,hit,"Did y'all see the new uh Apple Neo yesterday? Man, that's freaking brilliant by Apple. Oh my gosh. This This was so brilliant. What was it like $499 for this computer? So smart.",,
633135,x,TIA,bullish,,pending,#TIA $TIA LONG TRADE ENTRY: 0.401 TARGET: 0.431 STOPLOSS: 0.3902 https://t.co/YQi26NapRl,@learnernoearner: #TIA $TIA LONG TRADE ENTRY: 0.401 TARGET: 0.431 STOPLOSS: 0.3902 https://t.co/YQi26NapRl,
630544,x,NVDA,bullish,222.0,pending,,@onlytrades365: $NVDA 217c 6/10 filled at 4.40 - PT 222/224/230 $SPY $SPX $QQQ,
628712,youtube,WY,bullish,,pending,you're going to make a heck of a lot of money. And that is essentially what Wirehouser does for you in a public form.,,
634308,x,SOL,bullish,117.0,pending,"$98 is the level that could signal a bullish breakout for Solana. Since February, $SOL has been moving within a well-defined channel. I’ve identified the boundaries at $78 (Floor) and $98 (Ceiling), with $88 as the current pivot point. We recently tested that $98 resistance, which resulted in a quick rejection. Now, I am seeing Solana bounce. This suggests we could be gearing up for another retest of the channel top to determine if a breakout is finally in the cards. If we get a daily close above $98, I expect a surge toward $107, with a secondary target at $117. However, If $98 continues to hold as heavy resistance, we could see a retracement back to the $88 mid-range or even a full reset at the $78 floor.","@alicharts: $98 is the level that could signal a bullish breakout for Solana. Since February, $SOL has been moving within a well-defined channel. I’ve identified the boundaries at $78 (Floor) and $98 (Ceiling), with $88 as the current pivot point. We recently tested that $98 resistance, which resulted in a qu",
611466,youtube,RVLV,bullish,,pending,"Revolve, great CEOs at that particular company. They've done a phenomenal job running the business over the years. They got through all these storms, and like they emerged on the other side stronger than ever. If it runs, it's going to run huge.",,
614086,youtube,TLT,bullish,,pending,"We're forecasting the yield curve to steepen. So, we are looking for long-term rates to decline over time, but to decline at a slower rate than short-term rates.",,
626220,youtube,HNST,bullish,,pending,I have them going 750 plus over the next 3 years. I think Honest is the most disrespected super small cap,,
627375,youtube,ACHR,bullish,,pending,I personally think that this is a $15 stock in 12 months,,
632943,x,BTC,bullish,,pending,$100-$1000 challenge (Trade 39) $BTC LONG Take profit: $73500 SL: $69500 Keep your notifications on for next update https://t.co/l5T31zkNFZ,@teamsniperpaji: $100-$1000 challenge (Trade 39) $BTC LONG Take profit: $73500 SL: $69500 Keep your notifications on for next update https://t.co/l5T31zkNFZ,
633559,x,BTC,bearish,,pending,"$BTC hits $66,000 and RSI reaches 21 on the daily chart. 👀 It's oversold but can remain that way. Saylor said he would never sell, then he sold. Capitulation. https://t.co/39zDDNUAbY","@jesseolson: $BTC hits $66,000 and RSI reaches 21 on the daily chart. 👀 It's oversold but can remain that way. Saylor said he would never sell, then he sold. Capitulation. https://t.co/39zDDNUAbY",
609258,youtube,V,neutral,335.0,pending,"And then we have two stocks that in my view go hand in hand, Visa and Mastercard. The famed duopoly of the payment processing business. Visa is at $350.7. Mastercard at $51.87. My buy price for Visa is at $335.",,
605883,youtube,NFLX,neutral,,pending,"Now, Netflix, we talked about in the past that this stock was the first out of the downtrend. This was after the 2022 drop. This was the first stock out of that downtrend. And this was the first fang stock to reverse from the highs. It made its highs back in July and really hasn't recovered those. In fact, it hasn't recovered those. It's made a steady series of lower highs and lower lows. However, it converged, which I don't have on here with the 200 day moving average. I just slapped it on there. It's this dark blue line. It bounced off there and then we had the news today of potentially making a bid on Warner Brothers. This one's going to bounce around and trade on that news. But if it can hold this level in like a thousand bucks, I know we've got a stock split I think coming with Netflix. It might even come as soon as next week. So after the split, anywhere in that $100, even as low as like maybe like 80 $8590, that's good enough. If you can hold that level with Netflix, you have a good shot at resuming this uptrend.",,
633398,x,DEGEN,bullish,,pending,Degen looks very Bullish Daily frame me achha breakout hua hai Thodi correction aani chahiye then 0.002$ ki range tak jana chahiye price $DEGEN ka. https://t.co/2qEhE0ZttC,@globalrashid007: Degen looks very Bullish Daily frame me achha breakout hua hai Thodi correction aani chahiye then 0.002$ ki range tak jana chahiye price $DEGEN ka. https://t.co/2qEhE0ZttC,
633086,x,ACHR,bullish,,pending,"Just on spot, we’re now up +18% since we entered $ACHR. Told you this was my gift to you. https://t.co/2ch3rBDH3r","@han_akamatsu: Just on spot, we’re now up +18% since we entered $ACHR. Told you this was my gift to you. https://t.co/2ch3rBDH3r",
634850,x,WTI,bearish,,pending,"I’ve honestly been following the US-Iran headlines almost every day lately because the oil market has been reacting to every small update extremely fast. Now VP JD Vance confirming that a tentative deal was reached between the US and Iran feels like a major turning point for traders watching $WTI. From what’s being discussed so far: • The Strait of Hormuz could reopen • Partial sanctions may get eased • A 60-day truce for nuclear talks could begin But according to Vance, a few wording issues still remain, and the final approval reportedly depends on Trump. What makes this interesting is how quickly sentiment changed: • Earlier this week, oil dumped after optimism around negotiations. • Then military escalation pushed oil back higher again • Now traders are trying to price in whether this deal actually survives Personally, my oil outlook is becoming slightly more bearish IF the agreement gets finalized because supply fears would likely cool down quickly. But if negotiations suddenly fail again, I still think oil could reclaim strong bullish momentum fast due to renewed Hormuz risks. That’s why I’m still watching $WTI closely on Bitget this weekend.",@orlandopirate01: I’ve honestly been following the US-Iran headlines almost every day lately because the oil market has been reacting to every small update extremely fast. Now VP JD Vance confirming that a tentative deal was reached between the US and Iran feels like a major turning point for traders watching $WTI.,
614130,youtube,TLT,bullish,,miss,Morning Star's economics team and market watchers are predicting the Federal Reserve will lower rates more than once in the final months of 2025.,,
624642,youtube,TSLA,bearish,,pending,"Yeah, cuz you asked about you know, when do you just file bankruptcy? Well, you you sell everything including the house to avoid a bankruptcy. You know, even cash I I don't want you to right now cuz we don't have enough time to dig into the numbers of like a 401k. You do all of that to avoid a bankruptcy, but uh The IRS goes to the top. That's the first thing on your debt snowball right now is those back taxes.",,
631994,x,JCT,bearish,,pending,⚡️⚡️ $JCT/USDT ⚡️⚡️ Signal Type: Regular (#Short) Leverage: Cross (20х) Entry Targets: 0.006579 #Take_Profit #Targets: 1) 0.00648 2) 0.00641 3) 0.00635 4) 0.00625 5) 0.00618 6) 0.00609 7) 🚀🚀🚀 Stop Targets: 5-10% https://t.co/3Y9P5cq29x,@customized_fix: ⚡️⚡️ $JCT/USDT ⚡️⚡️ Signal Type: Regular (#Short) Leverage: Cross (20х) Entry Targets: 0.006579 #Take_Profit #Targets: 1) 0.00648 2) 0.00641 3) 0.00635 4) 0.00625 5) 0.00618 6) 0.00609 7) 🚀🚀🚀 Stop Targets: 5-10% https://t.co/3Y9P5cq29x,
633724,x,SOL,bearish,,pending,🟢Short $SOL WITH ME GUYSS ⚡️Entry: now 💊DCA: 91.75 ❌ SL: 94.601 💵TP: - 87.45 - 86.1 - 84.8 https://t.co/RRhnGUPZiW,@powell_signal: 🟢Short $SOL WITH ME GUYSS ⚡️Entry: now 💊DCA: 91.75 ❌ SL: 94.601 💵TP: - 87.45 - 86.1 - 84.8 https://t.co/RRhnGUPZiW,
615083,youtube,FUBO,bullish,,miss,"Fubo is about to be the big time. You know why? Because we got, you know, we're about to go into July here in just a bit. July and August are the summer months that we're leading up to football season, right? September, October, November, December, huge months for Fubo.",,
611830,youtube,MSOS,bullish,,pending,"So we want to consider sustainability because until you have federal legalization, these companies need to survive at the minimum, right? And look here, 65% of the market cap in that ETF would consist of three names. So those are names certainly we'd want to have exposure to.",,
614170,youtube,SMCI,bearish,,hit,you have a huge investment in inventories and receivables and so that turns into a question of like okay is you know is their actual Revenue going out you know or is excuse me is there actual you know customer cash coming in from their customers or they saying hey this was revenue and it wasn't actually now so so that alone you know I would say puts this um you know in a situation where this is now the the too hard pile for me personally,,
